Metric,Value
Algorithm,Q-Learning
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.121573,0.142764,0.080588,0.162558
peak_aoi,0.812986,0.853520,0.567955,1.058016
handoff_count,335.340000,24.594804,328.279270,342.400730
ping_pong_count,75.980000,5.784427,74.319394,77.640606
outage_time_s,0.015000,0.025000,0.007823,0.022177
