Metric,Value
Algorithm,Q-Learning
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.185553,0.126047,0.149367,0.221739
peak_aoi,1.092343,0.745179,0.878415,1.306270
handoff_count,334.840000,24.925778,327.684253,341.995747
ping_pong_count,75.980000,5.897423,74.286955,77.673045
outage_time_s,0.016000,0.028276,0.007882,0.024118
