Metric,Value
Algorithm,my_algorithm
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.162995,0.161807,0.116543,0.209447
peak_aoi,0.995513,0.935519,0.726942,1.264084
handoff_count,0.020000,0.140000,-0.020192,0.060192
ping_pong_count,0.000000,0.000000,0.000000,0.000000
outage_time_s,0.009667,0.021367,0.003533,0.015801
