Metric,Value
Algorithm,Greedy RSS
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.054775,0.026808,0.047079,0.062472
peak_aoi,0.499924,0.238191,0.431544,0.568304
handoff_count,560.320000,23.081109,553.693825,566.946175
ping_pong_count,23.160000,4.801500,21.781575,24.538425
outage_time_s,0.000000,0.000000,0.000000,0.000000
