Metric,Value
Algorithm,Greedy RSS
Trajectory Pattern,circular
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.119640,0.054032,0.104129,0.135152
peak_aoi,1.174397,0.333589,1.078630,1.270165
handoff_count,15.460000,3.257054,14.524958,16.395042
ping_pong_count,0.340000,0.651460,0.152977,0.527023
outage_time_s,0.000000,0.000000,0.000000,0.000000
