Metric,Value
Algorithm,my_algorithm
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,8.804216,5.753053,7.152617,10.455815
peak_aoi,17.718061,10.976319,14.566956,20.869167
handoff_count,0.000000,0.000000,nan,nan
ping_pong_count,0.000000,0.000000,nan,nan
outage_time_s,0.015000,0.031842,0.005859,0.024141
