t,ue_x,ue_y,ue_vx_mps,ue_vy_mps,current_tower,candidate_tower,predictive_model,replay_mode,tower_a_risk_score,tower_b_risk_score,tower_c_risk_score,tower_d_risk_score,tower_a_rss_dbm,tower_a_doppler_hz,tower_a_distance_m,tower_a_blocked,tower_b_rss_dbm,tower_b_doppler_hz,tower_b_distance_m,tower_b_blocked,tower_c_rss_dbm,tower_c_doppler_hz,tower_c_distance_m,tower_c_blocked,tower_d_rss_dbm,tower_d_doppler_hz,tower_d_distance_m,tower_d_blocked
31.0922,346,262,-17.6471,0.0,TOWER_A,,velocity,0,1.299013,1.226213,1.238757,1.221829,-32.3365,-347.159,17.6071,0,-42.6994,345.9437,47.5857,0,-40.0217,-5.6617,36.8049,0,-44.7293,272.712,57.817,0
31.1084,343,261,-18.75,-6.25,TOWER_A,,velocity,0,1.286978,1.225797,1.235967,1.220596,-32.1559,-371.7499,17.3046,0,-42.7628,357.116,47.8759,0,-40.049,119.9978,36.9012,0,-44.7828,366.1614,58.1145,0
31.1245,341,260,-11.7647,-5.8824,TOWER_A,,velocity,0,1.277706,1.227746,1.236678,1.221958,-32.0335,-233.5278,17.1026,0,-42.8043,221.0958,48.0667,0,-40.0769,115.1402,37.0001,0,-44.8221,253.6264,58.3336,0
31.1408,338,260,-18.75,0.0,TOWER_A,,velocity,0,1.304355,1.225472,1.238287,1.221224,-31.8491,-368.9465,16.8027,0,-42.8689,367.7411,48.3657,0,-40.077,1.9946,37.0005,0,-44.8642,291.0715,58.57,0
31.1576,334,260,-23.5294,0.0,TOWER_A,,velocity,0,1.304665,1.223952,1.233797,1.220067,-31.598,-462.988,16.4027,0,-42.9545,461.505,48.7643,0,-40.0782,7.5082,37.0049,0,-44.9203,366.4513,58.886,0
31.1747,331,259,-17.6471,-5.8824,TOWER_A,,velocity,0,1.28881,1.225465,1.23588,1.220365,-31.4046,-348.7103,16.1012,0,-43.0165,336.9961,49.0553,0,-40.108,124.1549,37.1109,0,-44.973,345.8245,59.1846,0
31.1914,330,259,-5.8824,0.0,TOWER_A,,velocity,0,1.273434,1.228889,1.239447,1.223683,-31.3397,-115.7573,16.0012,0,-43.0376,115.4014,49.155,0,-40.1088,3.1193,37.1135,0,-44.987,91.81,59.2639,0
31.2083,329,259,-5.8824,0.0,TOWER_A,,velocity,0,1.273686,1.22883,1.239437,1.223642,-31.2744,-115.7572,15.9013,0,-43.0587,115.4029,49.2546,0,-40.1096,3.4309,37.1163,0,-45.0009,91.8823,59.3432,0
31.2253,327,259,-11.7647,0.0,TOWER_A,,velocity,0,1.285769,1.226892,1.238892,1.22226,-31.1424,-231.5139,15.7013,0,-43.1008,230.8116,49.454,0,-40.1114,8.108,37.1228,0,-45.0288,184.0523,59.5021,0
31.2427,323,258,-23.5294,-5.8824,TOWER_A,,velocity,0,1.292353,1.223445,1.234863,1.218889,-30.8728,-463.8122,15.3003,0,-43.1829,452.8922,49.8451,0,-40.1439,136.7852,37.2388,0,-45.0949,438.8534,59.881,0
31.2586,314,258,-56.25,0.0,TOWER_A,,velocity,0,1.280463,1.21799,1.228636,1.199069,-30.241,-1106.9891,14.4003,0,-43.3689,1103.9073,50.7425,0,-40.1584,77.1838,37.2907,0,-45.2194,887.7999,60.6003,0
31.2753,302,259,-75.0,6.25,TOWER_A,,velocity,0,1.274648,1.216703,1.233502,1.191579,-29.335,-1473.9883,13.2015,0,-43.6134,1481.09,51.9466,0,-40.1594,28.0343,37.2941,0,-45.3744,1122.8676,61.5081,0
31.2912,294,260,-50.0,6.25,TOWER_A,,velocity,0,1.2797,1.217835,1.225997,1.200113,-28.6852,-980.7512,12.4036,0,-43.7737,990.5079,52.7519,0,-40.1568,-0.6598,37.2848,0,-45.4741,730.4886,62.0996,0
31.308,293,261,-6.25,6.25,TOWER_A,,velocity,0,1.281155,1.226442,1.241932,1.223016,-28.6032,-118.9388,12.3065,0,-43.7949,132.1718,52.8592,0,-40.1325,-106.4747,37.1981,0,-45.4781,29.3035,62.1233,0
31.3238,292,261,-5.8824,0.0,TOWER_A,,velocity,0,1.2848,1.226697,1.239093,1.222197,-28.5182,-115.7042,12.2066,0,-43.8145,115.4189,52.9589,0,-40.1361,14.9332,37.2109,0,-45.4918,94.5413,62.2049,0
31.3394,291,261,-6.25,0.0,TOWER_A,,velocity,0,1.285991,1.226532,1.239036,1.222077,-28.4325,-122.9346,12.1066,0,-43.8341,122.634,53.0586,0,-40.1397,16.1914,37.2239,0,-45.5055,100.5158,62.2866,0
31.3564,291,261,0.0,0.0,TOWER_A,,velocity,0,1.274702,1.228498,1.239581,1.223484,-28.4325,0.0,12.1066,0,-43.8341,0.0,53.0586,0,-40.1397,0.0,37.2239,0,-45.5055,0.0,62.2866,0
31.3739,290,261,-5.8824,0.0,TOWER_A,,velocity,0,1.285535,1.226586,1.239058,1.222117,-28.3461,-115.7021,12.0067,0,-43.8537,115.4215,53.1583,0,-40.1435,15.5444,37.2372,0,-45.5191,94.6648,62.3683,0
31.3901,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.4067,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.4238,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.441,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.4577,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.4741,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.4906,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.5062,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.5226,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.5378,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.5544,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.571,290,261,0.0,0.0,TOWER_A,,velocity,0,1.274962,1.228439,1.23957,1.223443,-28.3461,0.0,12.0067,0,-43.8537,0.0,53.1583,0,-40.1435,0.0,37.2372,0,-45.5191,0.0,62.3683,0
31.5887,290,262,0.0,5.8824,TOWER_A,,velocity,0,1.273338,1.228217,1.24246,1.224368,-28.3494,4.8194,12.0104,0,-43.8552,9.1453,53.1662,0,-40.1157,-114.7124,37.1381,0,-45.5095,-66.5123,62.3108,0
31.6044,290,262,0.0,0.0,TOWER_A,,velocity,0,1.274952,1.228434,1.239653,1.223471,-28.3494,0.0,12.0104,0,-43.8552,0.0,53.1662,0,-40.1157,0.0,37.1381,0,-45.5095,0.0,62.3108,0
31.625,290,262,0.0,0.0,TOWER_A,,velocity,0,1.274952,1.228434,1.239653,1.223471,-28.3494,0.0,12.0104,0,-43.8552,0.0,53.1662,0,-40.1157,0.0,37.1381,0,-45.5095,0.0,62.3108,0
31.6379,290,262,0.0,0.0,TOWER_A,,velocity,0,1.274952,1.228434,1.239653,1.223471,-28.3494,0.0,12.0104,0,-43.8552,0.0,53.1662,0,-40.1157,0.0,37.1381,0,-45.5095,0.0,62.3108,0
31.6545,291,262,6.25,0.0,TOWER_A,,velocity,0,1.267172,1.230576,1.239876,1.224929,-28.4357,122.8969,12.1103,0,-43.8357,-122.6159,53.0665,0,-40.1119,-16.2347,37.1248,0,-45.4958,-100.6089,62.229,0
31.6713,292,262,6.25,0.0,TOWER_A,,velocity,0,1.266968,1.230639,1.239879,1.224971,-28.5214,122.8986,12.2102,0,-43.8161,-122.6145,52.9668,0,-40.1083,-15.9089,37.1117,0,-45.4821,-100.5433,62.1472,0
31.6865,292,262,0.0,0.0,TOWER_A,,velocity,0,1.274436,1.228552,1.239675,1.223554,-28.5214,0.0,12.2102,0,-43.8161,0.0,52.9668,0,-40.1083,0.0,37.1117,0,-45.4821,0.0,62.1472,0
31.703,292,262,0.0,0.0,TOWER_A,,velocity,0,1.274436,1.228552,1.239675,1.223554,-28.5214,0.0,12.2102,0,-43.8161,0.0,52.9668,0,-40.1083,0.0,37.1117,0,-45.4821,0.0,62.1472,0
31.7198,292,262,0.0,0.0,TOWER_A,,velocity,0,1.274436,1.228552,1.239675,1.223554,-28.5214,0.0,12.2102,0,-43.8161,0.0,52.9668,0,-40.1083,0.0,37.1117,0,-45.4821,0.0,62.1472,0
31.7371,292,262,0.0,0.0,TOWER_A,,velocity,0,1.274436,1.228552,1.239675,1.223554,-28.5214,0.0,12.2102,0,-43.8161,0.0,52.9668,0,-40.1083,0.0,37.1117,0,-45.4821,0.0,62.1472,0
31.754,292,262,0.0,0.0,TOWER_A,,velocity,0,1.274436,1.228552,1.239675,1.223554,-28.5214,0.0,12.2102,0,-43.8161,0.0,52.9668,0,-40.1083,0.0,37.1117,0,-45.4821,0.0,62.1472,0
31.7726,293,262,5.8824,0.0,TOWER_A,,velocity,0,1.26719,1.230562,1.239879,1.22492,-28.6063,115.6708,12.3102,0,-43.7965,-115.4005,52.8671,0,-40.1047,-14.6662,37.0989,0,-45.4684,-94.5671,62.0655,0
31.7884,293,262,0.0,0.0,TOWER_A,,velocity,0,1.274181,1.228611,1.239686,1.223595,-28.6063,0.0,12.3102,0,-43.7965,0.0,52.8671,0,-40.1047,0.0,37.0989,0,-45.4684,0.0,62.0655,0
31.8045,293,262,0.0,0.0,TOWER_A,,velocity,0,1.274181,1.228611,1.239686,1.223595,-28.6063,0.0,12.3102,0,-43.7965,0.0,52.8671,0,-40.1047,0.0,37.0989,0,-45.4684,0.0,62.0655,0
31.8202,293,262,0.0,0.0,TOWER_A,,velocity,0,1.274181,1.228611,1.239686,1.223595,-28.6063,0.0,12.3102,0,-43.7965,0.0,52.8671,0,-40.1047,0.0,37.0989,0,-45.4684,0.0,62.0655,0
31.8366,293,262,0.0,0.0,TOWER_A,,velocity,0,1.274181,1.228611,1.239686,1.223595,-28.6063,0.0,12.3102,0,-43.7965,0.0,52.8671,0,-40.1047,0.0,37.0989,0,-45.4684,0.0,62.0655,0
31.8525,293,262,0.0,0.0,TOWER_A,,velocity,0,1.274181,1.228611,1.239686,1.223595,-28.6063,0.0,12.3102,0,-43.7965,0.0,52.8671,0,-40.1047,0.0,37.0989,0,-45.4684,0.0,62.0655,0
31.87,294,262,5.8824,0.0,TOWER_A,,velocity,0,1.266986,1.230624,1.239883,1.224962,-28.6906,115.6724,12.4101,0,-43.7768,-115.3991,52.7674,0,-40.1011,-14.3591,37.0864,0,-45.4547,-94.5049,61.9839,0
31.8855,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
31.9019,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
31.9181,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
31.9352,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
31.9515,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
31.9675,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
31.9845,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.001,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.0186,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.0351,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.0517,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.0685,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.0845,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.101,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.1187,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.1347,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.1509,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.168,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.1851,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.2018,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.2193,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.2355,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.2511,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.267,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.2847,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.3015,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.3182,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.3348,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.3515,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.3682,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.3855,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.4025,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.4191,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.4362,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.4529,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.4685,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.4845,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.5013,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.518,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.534,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.5507,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.567,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.5838,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.5999,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.6169,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.6338,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.6509,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.6671,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.6836,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.6997,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.7161,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.7326,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.7488,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.7653,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.7823,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.7995,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.8154,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.8317,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.8482,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.8649,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.8803,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.8974,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.9136,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.9295,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.9461,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
32.9627,294,262,0.0,0.0,TOWER_A,,velocity,0,1.273928,1.22867,1.239697,1.223636,-28.6906,0.0,12.4101,0,-43.7768,0.0,52.7674,0,-40.1011,0.0,37.0864,0,-45.4547,0.0,61.9839,0
