t,ue_x,ue_y,ue_vx_mps,ue_vy_mps,current_tower,candidate_tower,predictive_model,replay_mode,tower_a_risk_score,tower_b_risk_score,tower_c_risk_score,tower_d_risk_score,tower_a_rss_dbm,tower_a_doppler_hz,tower_a_distance_m,tower_a_blocked,tower_b_rss_dbm,tower_b_doppler_hz,tower_b_distance_m,tower_b_blocked,tower_c_rss_dbm,tower_c_doppler_hz,tower_c_distance_m,tower_c_blocked,tower_d_rss_dbm,tower_d_doppler_hz,tower_d_distance_m,tower_d_blocked
0.0174,670,486,176.4706,505.8824,TOWER_A,TOWER_D,velocity,0,1.201522,1.21969,1.213193,1.235149,-44.2077,7303.2544,54.9946,0,-38.0761,6966.1846,30.5378,0,-39.7927,-798.677,36.005,0,-32.9473,-9564.0234,18.6698,0
0.0337,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.0505,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.0669,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.0837,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.0996,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.1161,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.1325,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.1488,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.1662,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.1827,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.1988,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.2151,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.2325,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.2488,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.2651,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.2825,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.2996,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.316,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.3323,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.3497,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.3649,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.382,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.3985,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.415,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.4324,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.4489,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.4652,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.4821,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.4981,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.5148,670,486,0.0,0.0,TOWER_A,TOWER_D,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.5325,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.5488,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.5662,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.5829,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.6002,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.6165,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.6331,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.65,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.6668,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.6835,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.6995,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.7154,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.732,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.7485,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.7647,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.7813,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.7976,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.8149,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.8313,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.8476,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.8649,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.8816,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.898,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.9142,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.9306,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.9481,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.9647,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.9799,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
0.9972,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.0152,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.0322,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.049,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.0657,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.0821,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.0997,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.116,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.1324,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.1497,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.166,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.1837,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.2014,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.2176,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.234,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.2508,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.2679,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.2858,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.3028,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.3192,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.3352,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.3519,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.3696,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.3854,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.4021,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.4189,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.435,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.452,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.4695,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.4861,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.5027,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.5192,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.535,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.5517,670,486,0.0,0.0,TOWER_D,,velocity,0,1.227377,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.5691,670,486,0.0,0.0,TOWER_D,,velocity,0,1.224558,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.5855,670,486,0.0,0.0,TOWER_D,,velocity,0,1.224776,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.6021,670,486,0.0,0.0,TOWER_D,,velocity,0,1.224458,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.6194,670,486,0.0,0.0,TOWER_D,,velocity,0,1.224509,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.6361,670,486,0.0,0.0,TOWER_D,,velocity,0,1.22459,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.6526,670,486,0.0,0.0,TOWER_D,,velocity,0,1.224303,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.6687,670,486,0.0,0.0,TOWER_D,,velocity,0,1.221756,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.6857,670,486,0.0,0.0,TOWER_D,,velocity,0,1.22141,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.7029,670,486,0.0,0.0,TOWER_D,,velocity,0,1.221747,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.7199,670,486,0.0,0.0,TOWER_D,,velocity,0,1.221401,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.7363,670,486,0.0,0.0,TOWER_D,,velocity,0,1.221923,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.753,670,486,0.0,0.0,TOWER_D,,velocity,0,1.221063,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.7695,670,486,0.0,0.0,TOWER_D,,velocity,0,1.219438,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.7863,670,486,0.0,0.0,TOWER_D,,velocity,0,1.218528,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.8032,670,486,0.0,0.0,TOWER_D,,velocity,0,1.219201,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.8192,670,486,0.0,0.0,TOWER_D,,velocity,0,1.218766,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.8359,670,486,0.0,0.0,TOWER_D,,velocity,0,1.218795,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.8526,670,486,0.0,0.0,TOWER_D,,velocity,0,1.218378,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.8684,670,486,0.0,0.0,TOWER_D,,velocity,0,1.215438,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.8845,670,486,0.0,0.0,TOWER_D,,velocity,0,1.215885,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
1.9014,670,486,0.0,0.0,TOWER_D,,velocity,0,1.215946,1.245772,1.240622,1.261158,-44.2077,0.0,54.9946,0,-38.0761,0.0,30.5378,0,-39.7927,0.0,36.005,0,-32.9473,0.0,18.6698,0
