Metric,Value
Algorithm,Q-Learning
Trajectory Pattern,linear
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.211659,0.089136,0.186069,0.237248
peak_aoi,1.223745,0.597367,1.052251,1.395238
handoff_count,460.300000,52.465322,445.238141,475.361859
ping_pong_count,103.000000,11.389469,99.730286,106.269714
outage_time_s,0.005333,0.018985,-0.000117,0.010784
