Metric,Value
Algorithm,Greedy RSS
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.061130,0.034174,0.051320,0.070941
peak_aoi,0.541556,0.268795,0.464389,0.618722
handoff_count,560.360000,22.747976,553.829462,566.890538
ping_pong_count,23.140000,4.753988,21.775215,24.504785
outage_time_s,0.000000,0.000000,0.000000,0.000000
