t,ue_x,ue_y,ue_vx_mps,ue_vy_mps,current_tower,candidate_tower,predictive_model,replay_mode,tower_a_rss_dbm,tower_a_doppler_hz,tower_a_distance_m,tower_a_blocked,tower_b_rss_dbm,tower_b_doppler_hz,tower_b_distance_m,tower_b_blocked,tower_c_rss_dbm,tower_c_doppler_hz,tower_c_distance_m,tower_c_blocked,tower_d_rss_dbm,tower_d_doppler_hz,tower_d_distance_m,tower_d_blocked
0.6989,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.7159,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.7331,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.7492,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.7659,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.783,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.7993,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.816,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.832,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.8486,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.8642,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.8804,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.897,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.9134,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.9297,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.9452,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.9616,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.9777,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
0.9946,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.0108,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.0285,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.0451,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.0626,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.0793,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.0967,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.112,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.1292,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.1465,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.1625,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.1779,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.1946,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.2099,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.2269,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.2439,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.2603,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.2769,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.2936,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.309,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.3254,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.3412,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.3573,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.3741,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.3909,665,502,0.0,0.0,TOWER_D,,velocity,0,-44.3117,0.0,55.5461,0,-38.6218,0.0,32.179,0,-39.4767,0.0,34.9298,0,-32.526,0.0,17.9301,0
1.4071,664,502,-6.25,0.0,TOWER_D,,velocity,0,-44.2948,-110.4561,55.4563,0,-38.6374,59.5404,32.2273,0,-39.4489,-114.398,34.8368,0,-32.5698,92.906,18.0056,0
1.424,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.441,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.4572,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.4729,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.4893,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.5062,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.5234,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.5406,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.5571,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.5748,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.5915,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.6082,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.6253,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.6417,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.6569,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.6737,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.6908,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.7078,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.7248,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.7412,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.7571,664,502,0.0,0.0,TOWER_D,,velocity,0,-44.2948,0.0,55.4563,0,-38.6374,0.0,32.2273,0,-39.4489,0.0,34.8368,0,-32.5698,0.0,18.0056,0
1.7753,663,502,-5.8824,0.0,TOWER_D,,velocity,0,-44.2779,-103.9182,55.3665,0,-38.6531,56.3125,32.2758,0,-39.421,-107.6237,34.7438,0,-32.6135,87.7153,18.0812,0
1.7902,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.8071,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.8238,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.8411,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.8572,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.8749,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.8921,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.9084,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.925,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.9412,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.9577,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.975,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
1.9919,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.0098,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.0268,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.044,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.0606,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.0771,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.0937,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.11,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.1268,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.1419,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.1591,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.1767,663,502,0.0,0.0,TOWER_D,,velocity,0,-44.2779,0.0,55.3665,0,-38.6531,0.0,32.2758,0,-39.421,0.0,34.7438,0,-32.6135,0.0,18.0812,0
2.1933,662,502,-5.8824,0.0,TOWER_D,,velocity,0,-44.261,-103.8775,55.2768,0,-38.6688,56.5856,32.3246,0,-39.3931,-107.5783,34.6508,0,-32.6571,87.9863,18.1571,0
2.2095,662,502,0.0,0.0,TOWER_D,,velocity,0,-44.261,0.0,55.2768,0,-38.6688,0.0,32.3246,0,-39.3931,0.0,34.6508,0,-32.6571,0.0,18.1571,0
2.2267,660,502,-11.7647,0.0,TOWER_D,,velocity,0,-44.2271,-207.591,55.0974,0,-38.7004,114.2566,32.4228,0,-39.3371,-214.9727,34.4651,0,-32.7443,177.0364,18.3096,0
2.2437,659,502,-5.8824,0.0,TOWER_D,,velocity,0,-44.2102,-103.7542,55.0077,0,-38.7163,57.3978,32.4723,0,-39.309,-107.4399,34.3722,0,-32.7878,88.7792,18.3861,0
2.2603,658,502,-5.8824,0.0,TOWER_D,,velocity,0,-44.1932,-103.7127,54.9181,0,-38.7323,57.6661,32.522,0,-39.2808,-107.393,34.2794,0,-32.8312,89.0369,18.4629,0
