Metric,Value
Algorithm,My Algorithm (DT-enabled)
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.157138,0.153951,0.112941,0.201334
peak_aoi,0.878522,0.822229,0.642475,1.114569
handoff_count,0.040000,0.195959,-0.016256,0.096256
ping_pong_count,0.000000,0.000000,0.000000,0.000000
outage_time_s,0.013333,0.026667,0.005678,0.020989
