Metric,Value
Algorithm,Greedy RSS
Trajectory Pattern,linear
Number of Trials,5
Duration per Trial (s),5.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.259281,0.116508,0.097543,0.421020
peak_aoi,1.288000,0.392343,0.743340,1.832660
handoff_count,61.400000,20.065891,33.544077,89.255923
ping_pong_count,14.400000,6.216108,5.770659,23.029341
outage_time_s,0.000000,0.000000,0.000000,0.000000
