Metric,Value
Algorithm,Greedy RSS
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.056556,0.030506,0.047798,0.065313
peak_aoi,0.499861,0.229539,0.433964,0.565757
handoff_count,560.500000,22.656787,553.995640,567.004360
ping_pong_count,23.300000,4.775982,21.928901,24.671099
outage_time_s,0.000000,0.000000,0.000000,0.000000
