Metric,Value
Algorithm,Q-Learning
Trajectory Pattern,circular
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.067324,0.074717,0.045874,0.088774
peak_aoi,0.499793,0.435894,0.374656,0.624931
handoff_count,503.360000,215.744364,441.423638,565.296362
ping_pong_count,129.540000,65.041590,110.867719,148.212281
outage_time_s,0.019667,0.073310,-0.001379,0.040713
