Metric,Value
Algorithm,Q-Learning
Trajectory Pattern,random_walk
Number of Trials,50
Duration per Trial (s),30.0

Metric,Mean,Std Dev,95% CI Low,95% CI High
avg_aoi,0.195180,0.113061,0.162723,0.227638
peak_aoi,1.116876,0.666207,0.925620,1.308132
handoff_count,334.780000,24.691934,327.691386,341.868614
ping_pong_count,76.040000,5.905794,74.344552,77.735448
outage_time_s,0.016000,0.032139,0.006774,0.025226
